Run_ID,Workload_Type,Limit_Bytes,Mem_Usage_Bytes,Velocity,Pgmajfault,Anon,File
1,postgres,402653184,105648128,8977,8,12423168,84926464
1,postgres,402653184,106455040,8878,8,12423168,84959232
1,postgres,402653184,106536960,8972,8,12447744,85032960
1,postgres,402653184,106242048,8811,8,12435456,85082112
1,postgres,402653184,106831872,8996,8,12423168,85139456
1,postgres,402653184,106258432,8828,8,12435456,85204992
1,postgres,402653184,106336256,8939,8,12447744,85245952
1,postgres,402653184,106786816,8982,8,12435456,85311488
1,postgres,402653184,106778624,8970,8,12447744,85352448
1,postgres,402653184,106831872,8961,8,12435456,85417984
1,postgres,402653184,106913792,8958,8,12439552,85483520
1,postgres,402653184,106672128,8791,8,12439552,85524480
1,postgres,402653184,107134976,8932,8,12439552,85598208
1,postgres,402653184,106958848,8919,8,12439552,85630976
1,postgres,402653184,107278336,8957,8,12439552,85704704
1,postgres,402653184,107376640,8994,8,12439552,85753856
1,postgres,402653184,107933696,8908,8,12451840,85803008
1,postgres,402653184,109993984,8780,8,12439552,87965696
1,postgres,402653184,109363200,8943,8,12427264,88039424
1,postgres,402653184,109723648,8965,8,12414976,88113152
1,postgres,402653184,109854720,8940,8,12451840,88145920
1,postgres,402653184,131547136,16072,8,12447744,109527040
1,postgres,402653184,131567616,8897,8,12460032,109584384
1,postgres,402653184,131272704,8922,8,12447744,109641728
1,postgres,402653184,131371008,8942,8,12460032,109723648
1,postgres,402653184,131600384,9002,8,12460032,109797376
1,postgres,402653184,130867200,8962,8,12435456,109862912
1,postgres,402653184,130666496,9018,8,12460032,109903872
1,postgres,402653184,131014656,8986,8,12435456,109993984
1,postgres,402653184,130924544,9022,8,12464128,110075904
1,postgres,402653184,131235840,8946,8,12451840,110125056
1,postgres,402653184,131489792,8975,8,12451840,110190592
1,postgres,402653184,131321856,9045,8,12464128,110239744
1,postgres,402653184,131420160,9012,8,12451840,110329856
1,postgres,402653184,131698688,9045,8,12451840,110379008
1,postgres,402653184,131141632,8970,8,12451840,110444544
1,postgres,402653184,132194304,9038,8,12451840,110518272
1,postgres,402653184,132161536,9016,8,12451840,110583808
1,postgres,402653184,132104192,8968,8,12464128,110665728
1,postgres,402653184,132329472,9023,8,12464128,110714880
1,postgres,402653184,131923968,8981,8,12439552,110788608
1,postgres,402653184,134369280,8952,8,12455936,112959488
1,postgres,402653184,133873664,8586,8,12451840,113000448
1,postgres,402653184,135163904,8661,8,12451840,113074176
1,postgres,402653184,134860800,9009,8,12439552,113131520
1,postgres,402653184,134221824,8961,8,12451840,113197056
1,postgres,402653184,133939200,9015,8,12464128,113254400
1,postgres,402653184,134385664,9007,8,12464128,113328128
1,postgres,402653184,134815744,9043,8,12439552,113385472
1,postgres,402653184,134709248,9029,8,12451840,113434624
1,postgres,402653184,134885376,8966,8,12464128,113500160
1,postgres,402653184,136634368,13380,8,14114816,113569792
1,postgres,402653184,136622080,8987,8,14114816,113676288
1,postgres,402653184,137273344,9028,8,14114816,113717248
1,postgres,402653184,137424896,9050,8,14127104,113782784
1,postgres,402653184,137523200,9000,8,14127104,113831936
1,postgres,402653184,152117248,11502,8,12451840,130666496
1,postgres,402653184,152272896,9031,8,12451840,130732032
1,postgres,402653184,152559616,9066,8,12451840,130772992
1,postgres,402653184,152227840,8933,8,12439552,130838528
1,postgres,402653184,152608768,8785,8,12451840,130887680
1,postgres,402653184,153239552,8677,8,12464128,130945024
1,postgres,402653184,152850432,8973,8,12451840,131002368
1,postgres,402653184,152543232,8974,8,12464128,131051520
1,postgres,402653184,152743936,9034,8,12439552,131125248
1,postgres,402653184,152563712,8945,8,12451840,131158016
1,postgres,402653184,153333760,8965,8,12455936,131231744
1,postgres,402653184,153509888,9013,8,12464128,131264512
1,postgres,402653184,153096192,9099,8,12439552,131338240
1,postgres,402653184,153239552,8981,8,12451840,131395584
1,postgres,402653184,152883200,9068,8,12439552,131444736
1,postgres,402653184,152547328,9030,8,12439552,131502080
1,postgres,402653184,153616384,9031,8,12464128,131551232
1,postgres,402653184,153546752,8954,8,12451840,131616768
1,postgres,402653184,153591808,9044,8,12451840,131674112
1,postgres,402653184,153387008,8980,8,12451840,131723264
1,postgres,402653184,153272320,9014,8,12464128,131788800
1,postgres,402653184,154251264,8931,8,12451840,131829760
1,postgres,402653184,153563136,9024,8,12464128,131887104
1,postgres,402653184,153808896,9051,8,12464128,131952640
1,postgres,402653184,155541504,8966,8,12464128,134098944
1,postgres,402653184,155627520,10793,8,12464128,134127616
1,postgres,402653184,156016640,8971,8,12464128,134176768
1,postgres,402653184,156139520,9064,8,12451840,134242304
1,postgres,402653184,155836416,8998,8,12439552,134291456
1,postgres,402653184,156061696,9061,8,12451840,134365184
1,postgres,402653184,155992064,9087,8,12439552,134422528
1,postgres,402653184,156188672,8945,8,12451840,134471680
1,postgres,402653184,156884992,9032,8,12464128,134529024
1,postgres,402653184,156344320,9007,8,12464128,134578176
1,postgres,402653184,156418048,8955,8,12439552,134643712
1,postgres,402653184,173346816,8532,8,12451840,151470080
1,postgres,402653184,173056000,9014,8,12451840,151527424
1,postgres,402653184,173572096,8959,8,12451840,151592960
1,postgres,402653184,173645824,8983,8,12451840,151650304
1,postgres,402653184,174280704,9004,8,12451840,151715840
1,postgres,402653184,174153728,9046,8,12451840,151764992
1,postgres,402653184,173662208,8993,8,12451840,151822336
1,postgres,402653184,173821952,9017,8,12451840,151879680
1,postgres,402653184,174223360,9019,8,12451840,151937024
1,postgres,402653184,174014464,9079,8,12451840,151994368
1,postgres,402653184,174235648,8985,8,12464128,152059904
1,postgres,402653184,173969408,9011,8,12451840,152109056
1,postgres,402653184,174395392,9059,8,12464128,152166400
1,postgres,402653184,174813184,9042,8,12451840,152215552
1,postgres,402653184,174456832,8958,8,12464128,152289280
1,postgres,402653184,174178304,9018,8,12464128,152330240
1,postgres,402653184,174886912,9054,8,12451840,152403968
1,postgres,402653184,174764032,8978,8,12464128,152453120
1,postgres,402653184,174411776,9035,8,12451840,152518656
1,postgres,402653184,174927872,8944,8,12451840,152576000
1,postgres,402653184,174497792,15949,8,12472320,152653824
1,postgres,402653184,175005696,8976,8,12460032,152727552
1,postgres,402653184,175198208,9015,8,12472320,152760320
1,postgres,402653184,175239168,9045,8,12460032,152834048
1,postgres,402653184,175210496,8994,8,12447744,152899584
1,postgres,402653184,175767552,9013,8,12447744,152940544
1,postgres,402653184,175951872,9035,8,12460032,153006080
1,postgres,402653184,175316992,9027,8,12460032,153055232
1,postgres,402653184,177659904,9014,8,12472320,155209728
1,postgres,402653184,177426432,9016,8,12435456,155275264
1,postgres,402653184,177651712,9045,8,12460032,155316224
1,postgres,402653184,177782784,9017,8,12472320,155389952
1,postgres,402653184,177442816,9018,8,12455936,155422720
1,postgres,402653184,177430528,8994,8,12460032,155496448
1,postgres,402653184,178012160,9026,8,12472320,155545600
1,postgres,402653184,194977792,8814,8,12460032,172404736
1,postgres,402653184,194654208,9032,8,12460032,172470272
1,postgres,402653184,194850816,9028,8,12460032,172519424
1,postgres,402653184,195358720,8916,8,12472320,172584960
1,postgres,402653184,195428352,8994,8,12460032,172625920
1,postgres,402653184,195342336,9024,8,12460032,172691456
1,postgres,402653184,195346432,8989,8,12460032,172756992
1,postgres,402653184,195493888,9047,8,12460032,172797952
1,postgres,402653184,195162112,9014,8,12472320,172871680
1,postgres,402653184,195551232,9011,8,12472320,172904448
1,postgres,402653184,195883008,8994,8,12447744,172978176
1,postgres,402653184,195256320,9029,8,12460032,173027328
1,postgres,402653184,196018176,9013,8,12460032,173084672
1,postgres,402653184,195682304,9004,8,12472320,173150208
1,postgres,402653184,195973120,8944,8,12472320,173191168
1,postgres,402653184,195522560,10778,8,12472320,173420544
1,postgres,402653184,196390912,8989,8,12472320,173469696
1,postgres,402653184,195657728,8935,8,12460032,173527040
1,postgres,402653184,196636672,8931,8,12472320,173592576
1,postgres,402653184,196333568,9039,8,12460032,173633536
1,postgres,402653184,196874240,9035,8,12460032,173699072
1,postgres,402653184,197009408,8977,8,12472320,173748224
1,postgres,402653184,196169728,8998,8,12472320,173805568
1,postgres,402653184,196468736,8953,8,12460032,173862912
1,postgres,402653184,196493312,9005,8,12472320,173912064
1,postgres,402653184,196452352,8958,8,12472320,173977600
1,postgres,402653184,196681728,9021,8,12472320,174026752
1,postgres,402653184,196501504,9006,8,12472320,174084096
1,postgres,402653184,196714496,9027,8,12472320,174141440
1,postgres,402653184,196788224,9020,8,12447744,174198784
1,postgres,402653184,197038080,9027,8,12472320,174256128
1,postgres,402653184,196964352,9020,8,12460032,174313472
1,postgres,402653184,199606272,8959,8,12472320,176459776
1,postgres,402653184,199061504,9027,8,12460032,176517120
1,postgres,402653184,199274496,9071,8,12472320,176574464
1,postgres,402653184,216506368,8841,8,12472320,193409024
1,postgres,402653184,216674304,9045,8,12460032,193458176
1,postgres,402653184,216690688,9011,8,12460032,193523712
1,postgres,402653184,216301568,8973,8,12460032,193572864
1,postgres,402653184,216227840,8947,8,12472320,193630208
1,postgres,402653184,216645632,8975,8,12460032,193687552
1,postgres,402653184,216485888,9023,8,12460032,193744896
1,postgres,402653184,216940544,8991,8,12472320,193810432
1,postgres,402653184,217157632,9023,8,12460032,193875968
1,postgres,402653184,217305088,9037,8,12472320,193933312
1,postgres,402653184,217096192,15665,8,12472320,193982464
1,postgres,402653184,217362432,9061,8,12460032,194048000
1,postgres,402653184,217276416,8998,8,12460032,194105344
1,postgres,402653184,217595904,9039,8,12472320,194154496
1,postgres,402653184,217477120,8951,8,12460032,194228224
1,postgres,402653184,218456064,9005,8,12472320,194260992
1,postgres,402653184,217456640,9032,8,12447744,194334720
1,postgres,402653184,217444352,8994,8,12460032,194375680
1,postgres,402653184,218112000,9052,8,12472320,194441216
1,postgres,402653184,218181632,9019,8,12464128,194498560
1,postgres,402653184,217309184,8984,8,12472320,194564096
1,postgres,402653184,217255936,8992,8,12460032,194637824
1,postgres,402653184,218824704,9024,8,12472320,194686976
1,postgres,402653184,218423296,9017,8,12460032,194752512
1,postgres,402653184,217612288,8940,8,12472320,194801664
1,postgres,402653184,218210304,8976,8,12460032,194867200
1,postgres,402653184,218025984,9014,8,12472320,194924544
1,postgres,402653184,217931776,9030,8,12472320,194973696
1,postgres,402653184,218275840,8982,8,12460032,195031040
1,postgres,402653184,218226688,8980,8,12460032,195080192
1,postgres,402653184,218550272,9013,8,12472320,195145728
1,postgres,402653184,218546176,9065,8,12447744,195203072
1,postgres,402653184,219058176,8987,8,12460032,195252224
1,postgres,402653184,218718208,9023,8,12460032,195317760
1,postgres,402653184,218566656,9046,8,12447744,195358720
1,postgres,402653184,235917312,8854,8,12447744,212213760
1,postgres,402653184,236171264,8989,8,12472320,212262912
1,postgres,402653184,238014464,8853,8,12460032,214425600
1,postgres,402653184,238415872,8981,8,12472320,214466560
1,postgres,402653184,238534656,9023,8,12460032,214532096
1,postgres,402653184,238649344,9504,8,12472320,214589440
1,postgres,402653184,238743552,9060,8,12472320,214646784
1,postgres,402653184,238219264,9000,8,12472320,214704128
1,postgres,402653184,237993984,8953,8,12460032,214753280
1,postgres,402653184,238305280,9011,8,12472320,214810624
1,postgres,402653184,238219264,8966,8,12460032,214867968
1,postgres,402653184,238780416,9018,8,12460032,214917120
1,postgres,402653184,238481408,8959,8,12460032,214982656
1,postgres,402653184,239050752,9024,8,12460032,215031808
1,postgres,402653184,238637056,8991,8,12460032,215097344
1,postgres,402653184,238895104,8979,8,12472320,215146496
1,postgres,402653184,239321088,8957,8,12447744,215203840
1,postgres,402653184,238903296,8966,8,12460032,215261184
1,postgres,402653184,238907392,8947,8,12460032,215318528
1,postgres,402653184,239468544,9038,8,12447744,215375872
1,postgres,402653184,239222784,9008,8,12472320,215433216
1,postgres,402653184,239427584,9021,8,12460032,215482368
1,postgres,402653184,238874624,8926,8,12460032,215539712
1,postgres,402653184,239370240,9001,8,12472320,215588864
1,postgres,402653184,238952448,9034,8,12472320,215646208
1,postgres,402653184,239906816,8999,8,12447744,215703552
1,postgres,402653184,239480832,9017,8,12472320,215760896
1,postgres,402653184,239345664,8987,8,12447744,215826432
1,postgres,402653184,239181824,9035,8,12472320,215867392
1,postgres,402653184,239546368,9014,8,12472320,215932928
1,postgres,402653184,239456256,8910,8,12447744,215982080
1,postgres,402653184,239562752,8958,8,12460032,216047616
1,postgres,402653184,239992832,8972,8,12460032,216104960
1,postgres,402653184,239435776,8977,8,12460032,216154112
1,postgres,402653184,239710208,8964,8,12447744,216219648
1,postgres,402653184,258056192,15399,8,12460032,233046016
1,postgres,402653184,256901120,9033,8,12472320,233111552
1,postgres,402653184,257208320,9036,8,12460032,233177088
1,postgres,402653184,257265664,9001,8,12472320,233218048
1,postgres,402653184,257470464,8915,8,12460032,233291776
1,postgres,402653184,257359872,8984,8,12472320,233332736
1,postgres,402653184,257822720,9000,8,12472320,233398272
1,postgres,402653184,260481024,8969,8,12447744,235544576
1,postgres,402653184,259731456,8978,8,12447744,235601920
1,postgres,402653184,259502080,8981,8,12460032,235659264
1,postgres,402653184,260390912,9011,8,12472320,235716608
1,postgres,402653184,260132864,9012,8,12447744,235773952
1,postgres,402653184,259989504,8914,8,12447744,235823104
1,postgres,402653184,260046848,8980,8,12460032,235896832
1,postgres,402653184,260608000,8974,8,12472320,235962368
1,postgres,402653184,260710400,9008,8,12472320,236027904
1,postgres,402653184,260100096,8953,8,12460032,236085248
1,postgres,402653184,260595712,9014,8,12472320,236134400
1,postgres,402653184,260521984,8993,8,12472320,236191744
1,postgres,402653184,260771840,8988,8,12460032,236249088
1,postgres,402653184,260820992,8987,8,12472320,236314624
1,postgres,402653184,260489216,9006,8,12460032,236363776
1,postgres,402653184,259932160,8975,8,12460032,236412928
1,postgres,402653184,260366336,9007,8,12460032,236470272
1,postgres,402653184,260874240,9019,8,12460032,236527616
1,postgres,402653184,261029888,9046,8,12460032,236593152
1,postgres,402653184,260464640,8938,8,12472320,236634112
1,postgres,402653184,261029888,8989,8,12460032,236699648
1,postgres,402653184,261173248,9047,8,12472320,236748800
1,postgres,402653184,261038080,9024,8,12447744,236806144
1,postgres,402653184,278777856,9324,8,12529664,253997056
1,postgres,402653184,279621632,9009,8,12533760,254128128
1,postgres,402653184,279171072,8999,8,12546048,254226432
2,redis,268435456,14766080,0,0,11948032,0
2,redis,268435456,14774272,0,0,11948032,0
2,redis,268435456,14774272,0,0,11948032,0
2,redis,268435456,14774272,0,0,11948032,0
2,redis,268435456,14565376,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14807040,0,0,11948032,0
2,redis,268435456,14553088,0,0,11948032,0
2,redis,268435456,14553088,0,0,11948032,0
2,redis,268435456,14815232,0,0,11948032,0
2,redis,268435456,14815232,0,0,11948032,0
2,redis,268435456,14815232,0,0,11948032,0
2,redis,268435456,15077376,0,0,11948032,0
2,redis,268435456,14815232,0,0,11948032,0
2,redis,268435456,14815232,0,0,11948032,0
2,redis,268435456,15077376,0,0,11948032,0
2,redis,268435456,15077376,0,0,11948032,0
2,redis,268435456,15077376,0,0,11948032,0
2,redis,268435456,15077376,0,0,11948032,0
2,redis,268435456,15077376,0,0,11948032,0
2,redis,268435456,15339520,0,0,11948032,0
2,redis,268435456,15601664,0,0,11948032,0
2,redis,268435456,15339520,0,0,11948032,0
2,redis,268435456,15339520,0,0,11948032,0
2,redis,268435456,15339520,0,0,11948032,0
2,redis,268435456,14815232,0,0,11948032,0
2,redis,268435456,14815232,0,0,11948032,0
2,redis,268435456,14585856,0,0,11948032,0
2,redis,268435456,14528512,0,0,11948032,0
2,redis,268435456,14528512,0,0,11948032,0
2,redis,268435456,14274560,0,0,11948032,0
2,redis,268435456,14004224,0,0,11948032,0
2,redis,268435456,14528512,0,0,11948032,0
2,redis,268435456,15044608,0,0,11948032,0
2,redis,268435456,14262272,0,0,11948032,0
2,redis,268435456,14524416,0,0,11948032,0
2,redis,268435456,14524416,0,0,11948032,0
2,redis,268435456,14262272,0,0,11948032,0
2,redis,268435456,14262272,0,0,11948032,0
2,redis,268435456,14262272,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14557184,0,0,11948032,0
2,redis,268435456,14819328,0,0,11948032,0
2,redis,268435456,14819328,0,0,11948032,0
2,redis,268435456,14819328,0,0,11948032,0
2,redis,268435456,14819328,0,0,11948032,0
2,redis,268435456,14819328,0,0,11948032,0
2,redis,268435456,14565376,0,0,11948032,0
2,redis,268435456,14827520,0,0,11948032,0
2,redis,268435456,14565376,0,0,11948032,0
2,redis,268435456,14565376,0,0,11948032,0
2,redis,268435456,14565376,0,0,11948032,0
2,redis,268435456,14303232,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14565376,0,0,11948032,0
2,redis,268435456,14036992,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14024704,0,0,11948032,0
2,redis,268435456,13762560,0,0,11948032,0
2,redis,268435456,13762560,0,0,11948032,0
2,redis,268435456,13762560,0,0,11948032,0
2,redis,268435456,13762560,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13516800,0,0,11948032,0
2,redis,268435456,13508608,0,0,11948032,0
2,redis,268435456,13508608,0,0,11948032,0
2,redis,268435456,13508608,0,0,11948032,0
2,redis,268435456,13508608,0,0,11948032,0
2,redis,268435456,13508608,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14024704,0,0,11948032,0
2,redis,268435456,14024704,0,0,11948032,0
2,redis,268435456,14024704,0,0,11948032,0
2,redis,268435456,14024704,0,0,11948032,0
2,redis,268435456,13770752,0,0,11948032,0
2,redis,268435456,13770752,0,0,11948032,0
2,redis,268435456,13770752,0,0,11948032,0
2,redis,268435456,13770752,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,13770752,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,13770752,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14286848,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14548992,0,0,11948032,0
2,redis,268435456,14540800,0,0,11948032,0
2,redis,268435456,14278656,0,0,11948032,0
2,redis,268435456,14278656,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14303232,0,0,11948032,0
2,redis,268435456,14557184,0,0,11948032,0
2,redis,268435456,14032896,0,0,11948032,0
2,redis,268435456,14295040,0,0,11948032,0
2,redis,268435456,14819328,0,0,11948032,0
2,redis,268435456,13778944,0,0,11948032,0
2,redis,268435456,14041088,0,0,11948032,0
2,redis,268435456,14303232,0,0,11948032,0
2,redis,268435456,14303232,0,0,11948032,0
3,redis,268435456,11919360,0,0,9871360,0
3,redis,268435456,12181504,0,0,9871360,0
3,redis,268435456,11853824,0,0,9871360,0
3,redis,268435456,12103680,0,0,9871360,0
3,redis,268435456,12103680,0,0,9871360,0
3,redis,268435456,12103680,0,0,9871360,0
3,redis,268435456,12881920,0,0,9871360,0
3,redis,268435456,12881920,0,0,9871360,0
3,redis,268435456,12877824,0,0,9871360,0
3,redis,268435456,13139968,0,0,9871360,0
3,redis,268435456,13139968,0,0,9871360,0
3,redis,268435456,13139968,0,0,9871360,0
3,redis,268435456,13139968,0,0,9871360,0
3,redis,268435456,13139968,0,0,9871360,0
3,redis,268435456,12308480,0,0,9871360,0
3,redis,268435456,11468800,0,0,9871360,0
3,redis,268435456,11468800,0,0,9871360,0
3,redis,268435456,11702272,0,0,9871360,0
3,redis,268435456,11964416,0,0,9871360,0
3,redis,268435456,11964416,0,0,9871360,0
3,redis,268435456,11702272,0,0,9871360,0
3,redis,268435456,11702272,0,0,9871360,0
3,redis,268435456,11702272,0,0,9871360,0
3,redis,268435456,11964416,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12222464,0,0,9871360,0
3,redis,268435456,12222464,0,0,9871360,0
3,redis,268435456,12218368,0,0,9871360,0
3,redis,268435456,12218368,0,0,9871360,0
3,redis,268435456,12218368,0,0,9871360,0
3,redis,268435456,12218368,0,0,9871360,0
3,redis,268435456,12218368,0,0,9871360,0
3,redis,268435456,11956224,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12226560,0,0,9871360,0
3,redis,268435456,12488704,0,0,9871360,0
3,redis,268435456,12750848,0,0,9871360,0
3,redis,268435456,12488704,0,0,9871360,0
3,redis,268435456,12750848,0,0,9871360,0
3,redis,268435456,12750848,0,0,9871360,0
